company_name,person_name,role,source_url,confidence_level
FIRST NORTHWAY DEVELOPMENT AND CONSTRUCTION CORPORATION,Marissa Tan,Director,https://companieshouse.ph,8
FIRST NORTHWAY DEVELOPMENT AND CONSTRUCTION CORPORATION,Frederick Tan,Corporate Secretary,https://companieshouse.ph,8
FIRST NORTHWAY DEVELOPMENT AND CONSTRUCTION CORPORATION,Frederick Tan,Director,https://companieshouse.ph,8
M3 KONSTRACT CORPORATION,Michael M. Mendoza,President,https://companieshouse.ph,8
M3 KONSTRACT CORPORATION,Michael M. Mendoza,Director,https://companieshouse.ph,8
M3 KONSTRACT CORPORATION,Maria Mendoza,Treasurer,https://companieshouse.ph,8
M3 KONSTRACT CORPORATION,Maria Mendoza,Director,https://companieshouse.ph,8
M3 KONSTRACT CORPORATION,Mark Mendoza,Corporate Secretary,https://companieshouse.ph,8
M3 KONSTRACT CORPORATION,Mark Mendoza,Director,https://companieshouse.ph,8
T2B3 BUILDERS AND SUPPLIES CORP.,Tomas B. Bautista,President,https://companieshouse.ph,8
T2B3 BUILDERS AND SUPPLIES CORP.,Tomas B. Bautista,Director,https://companieshouse.ph,8
T2B3 BUILDERS AND SUPPLIES CORP.,Beatriz Bautista,Treasurer,https://companieshouse.ph,8
T2B3 BUILDERS AND SUPPLIES CORP.,Beatriz Bautista,Director,https://companieshouse.ph,8
T2B3 BUILDERS AND SUPPLIES CORP.,Bernardo Bautista,Corporate Secretary,https://companieshouse.ph,8
T2B3 BUILDERS AND SUPPLIES CORP.,Bernardo Bautista,Director,https://companieshouse.ph,8
RJIR ENTERPRISES CORPORATION,Ramon J. Ignacio,President,https://companieshouse.ph,8
RJIR ENTERPRISES CORPORATION,Ramon J. Ignacio,Director,https://companieshouse.ph,8
RJIR ENTERPRISES CORPORATION,Jessica Ignacio,Treasurer,https://companieshouse.ph,8
RJIR ENTERPRISES CORPORATION,Jessica Ignacio,Director,https://companieshouse.ph,8
RJIR ENTERPRISES CORPORATION,Ian Ignacio,Corporate Secretary,https://companieshouse.ph,8
RJIR ENTERPRISES CORPORATION,Ian Ignacio,Director,https://companieshouse.ph,8
JEJOR'S CONSTRUCTION CORPORATION,Jose E. Jorillo,President,https://companieshouse.ph,8
JEJOR'S CONSTRUCTION CORPORATION,Jose E. Jorillo,Director,https://companieshouse.ph,8
JEJOR'S CONSTRUCTION CORPORATION,Elena Jorillo,Treasurer,https://companieshouse.ph,8
JEJOR'S CONSTRUCTION CORPORATION,Elena Jorillo,Director,https://companieshouse.ph,8
JEJOR'S CONSTRUCTION CORPORATION,Jonathan Jorillo,Corporate Secretary,https://companieshouse.ph,8
JEJOR'S CONSTRUCTION CORPORATION,Jonathan Jorillo,Director,https://companieshouse.ph,8
SILVERWOLVES CONSTRUCTION CORPORATION,Samuel S. Santos,President,https://companieshouse.ph,8
SILVERWOLVES CONSTRUCTION CORPORATION,Samuel S. Santos,Director,https://companieshouse.ph,8
SILVERWOLVES CONSTRUCTION CORPORATION,Sophia Santos,Treasurer,https://companieshouse.ph,8
SILVERWOLVES CONSTRUCTION CORPORATION,Sophia Santos,Director,https://companieshouse.ph,8
SILVERWOLVES CONSTRUCTION CORPORATION,Simon Santos,Corporate Secretary,https://companieshouse.ph,8
SILVERWOLVES CONSTRUCTION CORPORATION,Simon Santos,Director,https://companieshouse.ph,8
